Title,Year,Runtime,Genre,IMDB Rating,Grosses,Action,Adventure,Fantasy,Drama,Romance,Sci-Fi,Animation,Crime,Thriller,Comedy,Family,Biography,Music,History,Mystery,Horror,Musical,War,Western,Sport,Documentary
The Aviator,(2004),170,"['Biography', 'Drama']",7.5,213719942,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0

Wo hu cang long,(2000),120,"['Action', 'Adventure', 'Drama']",7.9,213525736,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Braveheart,(1995),178,"['Biography', 'Drama', 'History']",8.4,213216216,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0

Into the Woods,(2014),125,"['Adventure', 'Comedy', 'Drama']",5.9,212902372,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Bedtime Stories,(2008),99,"['Adventure', 'Comedy', 'Family']",6,212874864,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Miss Congeniality,(2000),109,"['Action', 'Comedy', 'Crime']",6.3,212742720,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Entrapment,(1999),113,"['Action', 'Crime', 'Romance']",6.3,212404396,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Ace Ventura: When Nature Calls,(1995),90,"['Adventure', 'Comedy', 'Crime']",6.4,212385533,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

End of Days,(1999),122,"['Action', 'Fantasy', 'Horror']",5.8,211989043,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0

Bridget Jones's Baby,(2016),123,"['Comedy', 'Drama', 'Romance']",6.5,211952420,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Fury,(2014),134,"['Action', 'Drama', 'War']",7.5,211822697,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

Battle: Los Angeles,(2011),116,"['Action', 'Adventure', 'Sci-Fi']",5.7,211819354,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Australia,(2008),165,"['Adventure', 'Drama', 'Romance']",6.6,211787511,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Due Date,(2010),95,"['Comedy', 'Drama']",6.5,211780824,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Master and Commander: The Far Side of the World,(2003),138,"['Action', 'Adventure', 'Drama']",7.4,211622535,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

A Series of Unfortunate Events,(2004),108,"['Adventure', 'Comedy', 'Family']",6.8,211468235,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

The Little Mermaid,(1989),83,"['Animation', 'Adventure', 'Family']",7.6,211343479,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

Qi ji · Ben xiao hai,(2022),106,"['Comedy', 'Drama']",6.6,211019042,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

District 9,(2009),112,"['Action', 'Sci-Fi', 'Thriller']",7.9,210888950,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Moonraker,(1979),126,"['Action', 'Adventure', 'Sci-Fi']",6.2,210308099,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Others,(2001),101,"['Horror', 'Mystery', 'Thriller']",7.6,209947037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0

Horrible Bosses,(2011),98,"['Comedy', 'Crime']",6.9,209838559,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Hou lai de wo men,(2018),120,"['Drama', 'Romance']",7.4,209221380,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Red Dragon,(2002),124,"['Crime', 'Drama', 'Thriller']",7.2,209196298,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Tomorrowland,(2015),130,"['Action', 'Adventure', 'Family']",6.4,209035668,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

Me Before You,(2016),106,"['Drama', 'Romance']",7.4,208314186,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Safe House,(2012),115,"['Action', 'Thriller']",6.7,208076205,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

S.W.A.T.,(2003),117,"['Action', 'Adventure', 'Crime']",6,207725639,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

The Fast and the Furious,(2001),106,"['Action', 'Crime', 'Thriller']",6.8,207517509,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Traffic,(2000),147,"['Crime', 'Drama', 'Thriller']",7.6,207515725,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

DC League of Super-Pets,(2022),105,"['Animation', 'Action', 'Adventure']",7.1,207357117,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Paranormal Activity 3,(2011),83,"['Horror', 'Mystery']",5.8,207039844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0

Philadelphia,(1993),125,['Drama'],7.7,206678440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Conjuring: The Devil Made Me Do It,(2021),112,"['Horror', 'Mystery', 'Thriller']",6.3,206431050,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0

Sleepy Hollow,(1999),105,"['Fantasy', 'Horror', 'Mystery']",7.3,206071502,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0

The Holiday,(2006),136,"['Comedy', 'Romance']",6.9,205850169,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Jungle Book,(1967),78,"['Animation', 'Adventure', 'Comedy']",7.6,205843612,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Nou fo,(2021),126,"['Action', 'Adventure', 'Crime']",6.5,205842393,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

London Has Fallen,(2016),99,"['Action', 'Thriller']",5.9,205754447,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

The Break-Up,(2006),106,"['Comedy', 'Drama', 'Romance']",5.8,205668210,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Xi you: Xiang mo pian,(2013),110,"['Action', 'Adventure', 'Comedy']",6.7,205637183,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Ugly Truth,(2009),96,"['Comedy', 'Romance']",6.4,205599393,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

JFK,(1991),189,"['Drama', 'History', 'Thriller']",8,205405498,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0

Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,(2020),109,"['Action', 'Comedy', 'Crime']",6,205372791,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

White House Down,(2013),131,"['Action', 'Drama', 'Thriller']",6.3,205366737,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

A Dog's Purpose,(2017),100,"['Adventure', 'Comedy', 'Drama']",7.2,205035819,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Gake no ue no Ponyo,(2008),101,"['Animation', 'Adventure', 'Comedy']",7.6,204826668,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Fun with Dick and Jane,(2005),90,"['Comedy', 'Crime']",6.2,204681899,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Eat Pray Love,(2010),133,"['Biography', 'Drama', 'Romance']",5.8,204594016,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0

The Addams Family,(2019),86,"['Animation', 'Comedy', 'Family']",5.8,204394183,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Ghostbusters: Afterlife,(2021),124,"['Adventure', 'Comedy', 'Fantasy']",7.1,204334455,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

You Don't Mess with the Zohan,(2008),113,"['Action', 'Comedy']",5.6,204313400,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Hairspray,(2007),117,"['Comedy', 'Drama', 'Musical']",6.7,203627753,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0

King Arthur,(2004),126,"['Action', 'Adventure', 'Drama']",6.3,203567857,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Yogi Bear,(2010),81,"['Animation', 'Adventure', 'Comedy']",4.6,203509374,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Everest,(2015),121,"['Action', 'Adventure', 'Biography']",7.1,203427584,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0

Vanilla Sky,(2001),136,"['Fantasy', 'Mystery', 'Romance']",6.9,203388341,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

Arrival,(II) (2016),116,"['Drama', 'Mystery', 'Sci-Fi']",7.9,203388186,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

Need for Speed,(2014),132,"['Action', 'Adventure', 'Thriller']",6.4,203277636,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Garfield,(2004),80,"['Animation', 'Adventure', 'Comedy']",5,203172417,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Patch Adams,(1998),115,"['Biography', 'Comedy', 'Drama']",6.8,202292902,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0

Teenage Mutant Ninja Turtles,(1990),93,"['Action', 'Adventure', 'Comedy']",6.7,202084756,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Kindergarten Cop,(1990),111,"['Action', 'Comedy', 'Crime']",6.2,201957688,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Straight Outta Compton,(2015),147,"['Biography', 'Drama', 'History']",7.8,201634991,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0

21 Jump Street,(2012),109,"['Action', 'Comedy', 'Crime']",7.2,201585328,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Valkyrie,(2008),121,"['Drama', 'History', 'Thriller']",7.1,201545517,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0

Open Season,(2006),86,"['Animation', 'Adventure', 'Comedy']",6.1,200811689,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Cats & Dogs,(2001),87,"['Action', 'Adventure', 'Comedy']",5.1,200687492,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Hunt for Red October,(1990),135,"['Action', 'Adventure', 'Thriller']",7.5,200512643,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Percy Jackson: Sea of Monsters,(2013),106,"['Adventure', 'Family', 'Fantasy']",5.7,199850315,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

Two Weeks Notice,(2002),101,"['Comedy', 'Romance']",6.1,199043471,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

RED,(2010),111,"['Action', 'Comedy', 'Crime']",7,199006387,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Chak dan juen ga 2,(2020),120,"['Action', 'Crime', 'Thriller']",6.6,198921659,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

City of Angels,(1998),114,"['Drama', 'Fantasy', 'Romance']",6.7,198685114,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Pacifier,(2005),95,"['Action', 'Comedy', 'Drama']",5.6,198636868,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

50 First Dates,(2004),99,"['Comedy', 'Drama', 'Romance']",6.8,198520934,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Total Recall,(I) (2012),118,"['Action', 'Adventure', 'Sci-Fi']",6.2,198467168,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Yi chu hao xi,(2018),134,"['Comedy', 'Drama']",6.2,198326350,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Lo imposible,(2012),114,"['Adventure', 'Drama', 'History']",7.5,198087212,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0

Ren zai jiong tu: Tai jiong,(2012),105,"['Adventure', 'Comedy', 'Drama']",6.2,197757387,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Christopher Robin,(2018),104,"['Adventure', 'Comedy', 'Drama']",7.2,197744377,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Jack the Giant Slayer,(2013),114,"['Action', 'Adventure', 'Fantasy']",6.2,197687603,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Smurfs: The Lost Village,(2017),90,"['Animation', 'Adventure', 'Comedy']",6,197183546,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Zhong guo yi sheng,(2021),129,['Drama'],4.7,197143218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Spy Kids 3: Game Over,(2003),84,"['Action', 'Adventure', 'Comedy']",4.3,197101678,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Panic Room,(2002),112,"['Crime', 'Drama', 'Thriller']",6.8,197079546,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

The Other Woman,(2014),109,"['Comedy', 'Romance']",6,196710396,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Stargate,(1994),116,"['Action', 'Adventure', 'Sci-Fi']",7,196567262,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Beowulf,(2007),115,"['Animation', 'Action', 'Adventure']",6.3,196393745,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Vow,(2012),104,"['Drama', 'Romance']",6.8,196114570,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Anger Management,(2003),106,['Comedy'],6.2,195745823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Tropic Thunder,(2008),107,"['Action', 'Comedy', 'War']",7.1,195702963,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0

The Shape of Water,(2017),123,"['Drama', 'Fantasy', 'Romance']",7.3,195333312,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Rocketman,(I) (2019),121,"['Biography', 'Drama', 'Music']",7.3,195320400,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0

The Pelican Brief,(1993),141,"['Crime', 'Drama', 'Mystery']",6.6,195268056,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0

The BFG,(2016),117,"['Adventure', 'Family', 'Fantasy']",6.3,195243411,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

Downton Abbey,(2019),122,"['Drama', 'Romance']",7.4,194694725,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Intern,(I) (2015),121,"['Comedy', 'Drama']",7.1,194564672,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Curse of the Were-Rabbit,(2005),85,"['Animation', 'Adventure', 'Comedy']",7.5,194137091,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Gnomeo & Juliet,(2011),84,"['Animation', 'Adventure', 'Comedy']",5.9,193967670,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Sum of All Fears,(2002),124,"['Action', 'Drama', 'Thriller']",6.4,193921372,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Gangs of New York,(2002),167,"['Crime', 'Drama']",7.5,193772504,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

The Post,(2017),116,"['Biography', 'Drama', 'History']",7.2,193764664,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0

Xi you ji zhi: Sun Wukong san da Baigu Jing,(2016),119,"['Action', 'Adventure', 'Fantasy']",5.9,193678298,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Paranormal Activity,(2007),86,"['Horror', 'Mystery']",6.3,193355800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0

Tenki no ko,(2019),112,"['Animation', 'Drama', 'Fantasy']",7.5,193337225,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Lego Movie 2: The Second Part,(2019),107,"['Animation', 'Action', 'Adventure']",6.6,192456290,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

The Equalizer,(2014),132,"['Action', 'Crime', 'Thriller']",7.2,192330738,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Wu sha,(2019),112,"['Crime', 'Drama', 'Thriller']",6.8,191602146,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

The Addams Family,(1991),99,"['Comedy', 'Fantasy']",6.9,191502426,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Longest Yard,(2005),113,"['Comedy', 'Crime', 'Sport']",6.4,191466556,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0

The Lost City,(2022),112,"['Action', 'Adventure', 'Comedy']",6.1,190844029,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Santa Clause,(1994),97,"['Comedy', 'Drama', 'Family']",6.5,190539357,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Cheaper by the Dozen,(2003),98,"['Comedy', 'Family']",5.9,190538630,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

The Equalizer 2,(2018),121,"['Action', 'Crime', 'Thriller']",6.7,190400157,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

Abominable,(2019),97,"['Animation', 'Adventure', 'Comedy']",7,190304772,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Hollow Man,(2000),112,"['Action', 'Horror', 'Sci-Fi']",5.8,190213455,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0

Outbreak,(1995),127,"['Action', 'Drama', 'Thriller']",6.6,189859560,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

So duk 2: Tin dei duei kuet,(2019),99,"['Action', 'Crime']",6,189396380,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

The X Files,(1998),121,"['Drama', 'Mystery', 'Sci-Fi']",7,189176423,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

Xin hua lu fang,(2014),116,"['Comedy', 'Drama', 'Romance']",6.4,189017596,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Rambo III,(1988),102,"['Action', 'Adventure', 'Thriller']",5.8,189015611,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

The Secret Life of Walter Mitty,(2013),114,"['Adventure', 'Comedy', 'Drama']",7.3,188133322,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Mou seung,(2018),130,"['Action', 'Crime', 'Mystery']",6.8,188116796,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0

Jaws 2,(1978),116,"['Adventure', 'Horror', 'Thriller']",5.8,187884007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0

12 Years a Slave,(2013),134,"['Biography', 'Drama', 'History']",8.1,187733202,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0

Heat,(1995),170,"['Action', 'Crime', 'Drama']",8.3,187436818,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0

Mr. Popper's Penguins,(2011),94,"['Comedy', 'Family', 'Fantasy']",6,187361754,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

The Grudge,(2004),91,"['Horror', 'Mystery', 'Thriller']",5.9,187281115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0

I Now Pronounce You Chuck & Larry,(2007),115,"['Comedy', 'Romance']",5.9,187134117,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Horse Whisperer,(1998),169,"['Drama', 'Romance', 'Western']",6.7,186883563,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0

Walk the Line,(2005),136,"['Biography', 'Drama', 'Music']",7.8,186797986,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0

Jian bing xia,(2015),113,['Comedy'],5.6,186699768,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Jungle Book 2,(2003),72,"['Animation', 'Adventure', 'Comedy']",5.3,186303759,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Final Destination,(2009),82,"['Horror', 'Thriller']",5.1,186167139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0

Atlantis: The Lost Empire,(2001),95,"['Animation', 'Action', 'Adventure']",6.9,186053725,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Inside Man,(2006),129,"['Crime', 'Drama', 'Mystery']",7.6,186003591,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0

The Waterboy,(1998),90,"['Comedy', 'Sport']",6.1,185991646,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0

Hugo,(2011),126,"['Adventure', 'Drama', 'Family']",7.5,185770310,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

Pitch Perfect 3,(2017),93,"['Comedy', 'Music']",5.8,185400345,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0

Watchmen,(2009),162,"['Action', 'Drama', 'Mystery']",7.6,185382813,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

The Birdcage,(1996),117,['Comedy'],7.2,185260553,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Moulin Rouge!,(2001),127,"['Drama', 'Musical', 'Romance']",7.6,184935320,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0

Snow White and the Seven Dwarfs,(1937),83,"['Animation', 'Adventure', 'Family']",7.6,184925486,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

Hop,(2011),95,"['Animation', 'Adventure', 'Comedy']",5.4,184367145,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Bad Moms,(2016),100,['Comedy'],6.2,183936074,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Jupiter Ascending,(2015),127,"['Action', 'Adventure', 'Sci-Fi']",5.3,183887723,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Knowing,(2009),121,"['Action', 'Mystery', 'Sci-Fi']",6.2,183658498,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0

102 Dalmatians,(2000),100,"['Adventure', 'Comedy', 'Family']",4.8,183611771,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Storks,(2016),87,"['Animation', 'Adventure', 'Comedy']",6.8,183510278,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Stand by Me Doraemon,(2014),95,"['Animation', 'Comedy', 'Drama']",7.3,183442714,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Hitman's Bodyguard,(2017),118,"['Action', 'Comedy', 'Crime']",6.9,183428689,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Paul Blart: Mall Cop,(2009),91,"['Action', 'Comedy', 'Crime']",5.2,183348429,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0

Wayne's World,(1992),94,"['Comedy', 'Music']",7,183097323,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0

Maverick,(1994),127,"['Action', 'Adventure', 'Comedy']",7,183031272,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Mirror Mirror,(I) (2012),106,"['Adventure', 'Comedy', 'Drama']",5.6,183018522,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Man in the Iron Mask,(I) (1998),132,"['Action', 'Adventure', 'Drama']",6.5,182968902,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Cape Fear,(1991),128,"['Crime', 'Thriller']",7.3,182291969,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0

The Haunted Mansion,(2003),99,"['Comedy', 'Family', 'Fantasy']",5.1,182290266,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0

Xi you ji: Da nao tian gong,(2014),119,"['Action', 'Adventure', 'Family']",4.9,182206924,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0

While You Were Sleeping,(1995),103,"['Comedy', 'Drama', 'Romance']",6.8,182057016,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

The Bridges of Madison County,(1995),135,"['Drama', 'Romance']",7.6,182016617,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Du cheng feng yun III,(2016),113,"['Comedy', 'Drama']",2.6,181732879,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

Poseidon,(2006),98,"['Action', 'Adventure', 'Thriller']",5.7,181674817,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

The First Wives Club,(1996),103,['Comedy'],6.4,181489203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0

